Taxa	Genotype	Country	Date
OK552953.1	HCV-2	United States	2016
OK552952.1	HCV-2	United States	2016
OK552951.1	HCV-2	United States	2016
OK552950.1	HCV-2	United States	2016
OK552949.1	HCV-2	United States	2016
OK552948.1	HCV-2	United States	2016
OK552947.1	HCV-2	United States	2016
OK552946.1	HCV-2	United States	2016
OK552945.1	HCV-2	United States	2016
OK552944.1	HCV-2	United States	2016
OK552943.1	HCV-2	United States	2016
OK552942.1	HCV-2	United States	2016
OK552941.1	HCV-2	United States	2016
OK552940.1	HCV-2	United States	2016
OK552939.1	HCV-2	United States	2016
OK552938.1	HCV-2	United States	2016
OK552937.1	HCV-2	United States	2016
OK552936.1	HCV-2	United States	2016
OK552935.1	HCV-2	United States	2016
OK552934.1	HCV-2	United States	2016
OK552933.1	HCV-2	United States	2016
OK552932.1	HCV-2	United States	2016
OK552931.1	HCV-2	United States	2016
OK552930.1	HCV-2	United States	2016
OK552929.1	HCV-2	United States	2016
OK552928.1	HCV-2	United States	2016
OK552927.1	HCV-2	United States	2016
OK552926.1	HCV-2	United States	2015
OK552925.1	HCV-2	United States	2015
OK552924.1	HCV-2	United States	2015
OK552923.1	HCV-2	United States	2015
OK552922.1	HCV-2	United States	2015
OK552921.1	HCV-2	United States	2015
OK552920.1	HCV-2	United States	2015
OK552919.1	HCV-2	United States	2015
OK552918.1	HCV-2	United States	2015
OK552917.1	HCV-2	United States	2015
OK552916.1	HCV-2	United States	2015
OK552915.1	HCV-2	United States	2015
OK552914.1	HCV-2	United States	2015
OK552913.1	HCV-2	United States	2015
OK552912.1	HCV-2	United States	2015
OK552911.1	HCV-2	United States	2015
OK552910.1	HCV-2	United States	2015
OK552909.1	HCV-2	United States	2015
OK552908.1	HCV-2	United States	2015
OK552907.1	HCV-2	United States	2015
OK552906.1	HCV-2	United States	2015
OK552905.1	HCV-2	United States	2015
OK552904.1	HCV-2	United States	2015
OK552903.1	HCV-2	United States	2015
OK552902.1	HCV-1	United States	2013
OK552901.1	HCV-1	United States	2013
OK552900.1	HCV-1	United States	2013
OK552899.1	HCV-1	United States	2013
OK552898.1	HCV-1	United States	2013
OK552897.1	HCV-1	United States	2013
OK552896.1	HCV-1	United States	2013
OK552895.1	HCV-1	United States	2013
OK552894.1	HCV-1	United States	2013
OK552893.1	HCV-1	United States	2013
OK552892.1	HCV-1	United States	2013
OK552891.1	HCV-1	United States	2013
OK552890.1	HCV-1	United States	2013
OK552889.1	HCV-1	United States	2013
OK552888.1	HCV-1	United States	2013
OK552887.1	HCV-1	United States	2013
OK552886.1	HCV-1	United States	2013
OK552885.1	HCV-1	United States	2013
OK552884.1	HCV-1	United States	2013
OK552883.1	HCV-1	United States	2013
OK552882.1	HCV-1	United States	2013
OK552881.1	HCV-1	United States	2013
OK552880.1	HCV-1	United States	2013
OK552879.1	HCV-1	United States	2013
OK552878.1	HCV-1	United States	2013
OK552877.1	HCV-1	United States	2013
OK552876.1	HCV-1	United States	2013
OK552875.1	HCV-1	United States	2013
OK552874.1	HCV-1	United States	2013
OK552873.1	HCV-1	United States	2013
OK552872.1	HCV-1	United States	2013
OK552871.1	HCV-1	United States	2013
OK552870.1	HCV-1	United States	2013
OK552869.1	HCV-1	United States	2013
OK552868.1	HCV-1	United States	2013
OK552867.1	HCV-1	United States	2013
OK552866.1	HCV-1	United States	2013
OK552865.1	HCV-1	United States	2013
OK552864.1	HCV-1	United States	2013
OK552863.1	HCV-1	United States	2013
OK552862.1	HCV-3	United States	2013
OK552861.1	HCV-3	United States	2013
OK552860.1	HCV-3	United States	2013
OK552859.1	HCV-3	United States	2013
OK552858.1	HCV-3	United States	2013
OK552857.1	HCV-3	United States	2013
OK552856.1	HCV-3	United States	2013
OK552855.1	HCV-3	United States	2013
OK552854.1	HCV-3	United States	2013
OK552853.1	HCV-3	United States	2013
OK552852.1	HCV-3	United States	2013
OK552851.1	HCV-3	United States	2013
OK552850.1	HCV-3	United States	2013
OK552849.1	HCV-3	United States	2013
OK552848.1	HCV-3	United States	2013
OK552847.1	HCV-3	United States	2013
OK552846.1	HCV-3	United States	2013
OK552845.1	HCV-3	United States	2013
OK552844.1	HCV-3	United States	2013
OK552843.1	HCV-3	United States	2013
OK552842.1	HCV-3	United States	2013
OK552841.1	HCV-3	United States	2013
OK552840.1	HCV-3	United States	2013
OK552839.1	HCV-3	United States	2013
OK552838.1	HCV-3	United States	2013
OK552837.1	HCV-3	United States	2013
OK552836.1	HCV-3	United States	2013
OK552835.1	HCV-3	United States	2013
OK552834.1	HCV-3	United States	2013
OK552833.1	HCV-3	United States	2013
OK552832.1	HCV-3	United States	2013
OK552831.1	HCV-3	United States	2013
OK552830.1	HCV-3	United States	2013
OK552829.1	HCV-3	United States	2013
OK552828.1	HCV-3	United States	2013
OK552827.1	HCV-3	United States	2013
OK552826.1	HCV-3	United States	2013
OK552825.1	HCV-3	United States	2013
OK552824.1	HCV-3	United States	2013
OK552823.1	HCV-3	United States	2013
OK552822.1	HCV-3	United States	2013
OK552821.1	HCV-3	United States	2013
OK552820.1	HCV-3	United States	2013
OK552819.1	HCV-3	United States	2013
OK552818.1	HCV-3	United States	2013
OK552817.1	HCV-3	United States	2013
OK552816.1	HCV-3	United States	2013
OK552815.1	HCV-3	United States	2013
OK552814.1	HCV-3	United States	2013
OK552813.1	HCV-3	United States	2013
OK552812.1	HCV-3	United States	2013
OK552811.1	HCV-3	United States	2013
OK552810.1	HCV-3	United States	2013
OK552809.1	HCV-3	United States	2013
OK552808.1	HCV-3	United States	2013
OK552807.1	HCV-3	United States	2013
OK552806.1	HCV-3	United States	2013
OK552805.1	HCV-3	United States	2013
OK552804.1	HCV-3	United States	2013
OK552803.1	HCV-3	United States	2013
OK552802.1	HCV-3	United States	2013
OK552801.1	HCV-3	United States	2013
OK552800.1	HCV-3	United States	2013
OK552799.1	HCV-3	United States	2013
OK552798.1	HCV-3	United States	2013
OK552797.1	HCV-3	United States	2013
OK552796.1	HCV-3	United States	2013
OK552795.1	HCV-3	United States	2013
OK552794.1	HCV-3	United States	2013
OK552793.1	HCV-3	United States	2013
OK552792.1	HCV-3	United States	2013
OK552791.1	HCV-3	United States	2013
OK552790.1	HCV-3	United States	2013
OK552789.1	HCV-1	United States	2012
OK552788.1	HCV-1	United States	2012
OK552787.1	HCV-1	United States	2012
OK552786.1	HCV-1	United States	2012
OK552785.1	HCV-1	United States	2012
OK552784.1	HCV-1	United States	2012
OK552783.1	HCV-1	United States	2012
OK552782.1	HCV-1	United States	2012
OK552781.1	HCV-1	United States	2012
OK552780.1	HCV-1	United States	2012
OK552779.1	HCV-1	United States	2012
OK552778.1	HCV-1	United States	2012
OK552777.1	HCV-1	United States	2012
OK552776.1	HCV-1	United States	2012
OK552775.1	HCV-1	United States	2012
OK552774.1	HCV-1	United States	2012
OK552773.1	HCV-1	United States	2012
OK552772.1	HCV-1	United States	2012
OK552771.1	HCV-1	United States	2012
OK552770.1	HCV-1	United States	2012
OK552769.1	HCV-1	United States	2012
OK552768.1	HCV-1	United States	2012
OK552767.1	HCV-1	United States	2012
OK552766.1	HCV-1	United States	2012
OK552765.1	HCV-1	United States	2012
OK552764.1	HCV-1	United States	2012
OK552763.1	HCV-1	United States	2012
OK552762.1	HCV-1	United States	2012
OK552761.1	HCV-1	United States	2012
OK552760.1	HCV-1	United States	2012
OK552759.1	HCV-1	United States	2012
OK552758.1	HCV-1	United States	2012
OK552757.1	HCV-1	United States	2012
OK552756.1	HCV-1	United States	2012
OK552755.1	HCV-1	United States	2012
OK552754.1	HCV-1	United States	2012
OK552753.1	HCV-1	United States	2012
OK552752.1	HCV-1	United States	2012
OK552751.1	HCV-1	United States	2012
OK552750.1	HCV-1	United States	2012
OK552749.1	HCV-1	United States	2012
OK552748.1	HCV-1	United States	2012
OK552747.1	HCV-1	United States	2012
OK552746.1	HCV-1	United States	2012
OK552745.1	HCV-1	United States	2012
OK552744.1	HCV-1	United States	2012
OK552743.1	HCV-1	United States	2012
OK552742.1	HCV-1	United States	2012
OK552741.1	HCV-1	United States	2012
OK552740.1	HCV-1	United States	2012
OK552739.1	HCV-1	United States	2012
OK552738.1	HCV-1	United States	2012
OK552737.1	HCV-1	United States	2012
OK552736.1	HCV-1	United States	2012
OK552735.1	HCV-1	United States	2012
OK552734.1	HCV-1	United States	2012
OK552733.1	HCV-1	United States	2012
OK552732.1	HCV-1	United States	2012
OK552731.1	HCV-1	United States	2012
OK552730.1	HCV-1	United States	2012
OK552729.1	HCV-1	United States	2012
OK552728.1	HCV-1	United States	2012
OK552727.1	HCV-1	United States	2012
OK552726.1	HCV-1	United States	2012
OK552725.1	HCV-1	United States	2012
OK552724.1	HCV-1	United States	2012
OK552723.1	HCV-1	United States	2012
OK552722.1	HCV-1	United States	2012
OK552721.1	HCV-1	United States	2012
OK552720.1	HCV-1	United States	2012
OK552719.1	HCV-1	United States	2012
OK552718.1	HCV-1	United States	2012
OK552717.1	HCV-1	United States	2012
OK552716.1	HCV-1	United States	2012
OK552715.1	HCV-1	United States	2012
OK552714.1	HCV-1	United States	2012
OK552713.1	HCV-1	United States	2012
OK552712.1	HCV-1	United States	2012
OK552711.1	HCV-1	United States	2012
OK552710.1	HCV-1	United States	2009
OK552709.1	HCV-1	United States	2009
OK552708.1	HCV-1	United States	2009
OK552707.1	HCV-1	United States	2009
OK552706.1	HCV-1	United States	2009
OK552705.1	HCV-1	United States	2009
OK552704.1	HCV-1	United States	2009
OK552703.1	HCV-1	United States	2009
OK552702.1	HCV-1	United States	2009
OK552701.1	HCV-1	United States	2009
OK552700.1	HCV-1	United States	2009
OK552699.1	HCV-1	United States	2009
OK552698.1	HCV-1	United States	2009
OK552697.1	HCV-1	United States	2009
OK552696.1	HCV-1	United States	2009
OK552695.1	HCV-1	United States	2009
OK552694.1	HCV-1	United States	2009
OK552693.1	HCV-1	United States	2009
OK552692.1	HCV-1	United States	2009
OK552691.1	HCV-1	United States	2009
OK552690.1	HCV-1	United States	2009
OK552689.1	HCV-1	United States	2009
OK552688.1	HCV-1	United States	2009
OK552687.1	HCV-1	United States	2009
OK552686.1	HCV-1	United States	2009
OK552685.1	HCV-1	United States	2009
OK552684.1	HCV-1	United States	2009
OK552683.1	HCV-1	United States	2009
OK552682.1	HCV-1	United States	2009
MZ556936.1	HCV-1	United States	2007
MZ556935.1	HCV-1	United States	2007
MZ556934.1	HCV-1	United States	2007
MZ556933.1	HCV-1	United States	2007
MZ556932.1	HCV-1	United States	2007
MZ556931.1	HCV-1	United States	2007
MZ556930.1	HCV-1	United States	2007
MZ556929.1	HCV-1	United States	2007
MZ556928.1	HCV-1	United States	2007
MZ556927.1	HCV-1	United States	2007
MZ556926.1	HCV-1	United States	2007
MZ556925.1	HCV-1	United States	2007
MZ556924.1	HCV-1	United States	2007
MZ556923.1	HCV-1	United States	2007
MZ556922.1	HCV-1	United States	2007
MZ556921.1	HCV-1	United States	2007
MZ556920.1	HCV-1	United States	2007
MZ556919.1	HCV-1	United States	2007
MZ556918.1	HCV-1	United States	2007
MZ556917.1	HCV-1	United States	2007
MZ556916.1	HCV-1	United States	2007
MZ556915.1	HCV-1	United States	2007
MZ556914.1	HCV-1	United States	2007
MZ556913.1	HCV-1	United States	2007
MZ556912.1	HCV-1	United States	2007
MZ556911.1	HCV-1	United States	2007
MZ556910.1	HCV-1	United States	2007
MZ556909.1	HCV-1	United States	2007
MZ556908.1	HCV-1	United States	2007
MZ556907.1	HCV-1	United States	2007
MZ556906.1	HCV-1	United States	2007
MZ556905.1	HCV-1	United States	2007
MZ556904.1	HCV-1	United States	2007
MZ556903.1	HCV-1	United States	2007
MZ556902.1	HCV-1	United States	2007
MZ556901.1	HCV-1	United States	2006
MZ556900.1	HCV-1	United States	2006
MZ556899.1	HCV-1	United States	2006
MZ556898.1	HCV-1	United States	2006
MZ556897.1	HCV-1	United States	2006
MZ556896.1	HCV-1	United States	2006
MZ556895.1	HCV-1	United States	2006
MZ556894.1	HCV-1	United States	2006
MZ556893.1	HCV-1	United States	2006
MZ556892.1	HCV-1	United States	2006
MZ556891.1	HCV-1	United States	2006
MZ556890.1	HCV-1	United States	2006
MZ556889.1	HCV-1	United States	2006
MZ556888.1	HCV-1	United States	2006
MZ556887.1	HCV-1	United States	2006
MZ556886.1	HCV-1	United States	2006
MZ556885.1	HCV-1	United States	2006
MZ556884.1	HCV-1	United States	2006
MZ556883.1	HCV-1	United States	2006
MZ556882.1	HCV-1	United States	2006
MZ556881.1	HCV-1	United States	2006
MZ556880.1	HCV-1	United States	2006
MZ556879.1	HCV-1	United States	2006
MZ556878.1	HCV-1	United States	2006
MZ556877.1	HCV-1	United States	2006
MZ556876.1	HCV-1	United States	2006
MZ556875.1	HCV-1	United States	2006
MZ556874.1	HCV-1	United States	2006
MZ556873.1	HCV-1	United States	2006
MZ556872.1	HCV-1	United States	2006
MZ556871.1	HCV-1	United States	2006
MZ556870.1	HCV-1	United States	2006
MZ556869.1	HCV-1	United States	2006
MZ556868.1	HCV-1	United States	2006
MZ556867.1	HCV-1	United States	2006
MZ556866.1	HCV-1	United States	2006
MZ556865.1	HCV-1	United States	2006
MZ556864.1	HCV-1	United States	2006
MZ556863.1	HCV-1	United States	2006
MZ556862.1	HCV-1	United States	2006
MZ556861.1	HCV-1	United States	2006
MZ556860.1	HCV-1	United States	2006
MZ556859.1	HCV-1	United States	2006
MZ556858.1	HCV-1	United States	2006
MZ556857.1	HCV-1	United States	2006
MZ556856.1	HCV-1	United States	2006
MZ556855.1	HCV-1	United States	2006
MZ556854.1	HCV-1	United States	2006
MZ556853.1	HCV-1	United States	2006
MZ556852.1	HCV-1	United States	2006
MZ556851.1	HCV-1	United States	2006
MZ556850.1	HCV-1	United States	2006
MZ556849.1	HCV-1	United States	2006
MZ556848.1	HCV-1	United States	2006
MZ556847.1	HCV-1	United States	2006
MZ556846.1	HCV-1	United States	2006
MZ556845.1	HCV-1	United States	2006
MZ556844.1	HCV-1	United States	2006
MZ556843.1	HCV-1	United States	2006
MZ556842.1	HCV-1	United States	2006
MZ556841.1	HCV-1	United States	2006
MZ541884.1	HCV-1	Denmark	2018
MZ541883.1	HCV-1	Denmark	2018
MZ504976.1	HCV-6	China	2019
MZ504975.1	HCV-6	China	2019
MZ504974.1	HCV-6	China	2018
MZ504973.1	HCV-6	China	2018
MZ325444.1	HCV-3	China	2015
MZ325443.1	HCV-3	China	2015
MZ171134.1	HCV-6	China	2018
MZ171133.1	HCV-6	China	2018
MZ171132.1	HCV-6	China	2018
MZ171131.1	HCV-6	China	2018
MZ171130.1	HCV-6	China	2018
MZ171129.1	HCV-6	China	2018
MZ171128.1	HCV-6	China	2018
MZ171127.1	HCV-6	China	2018
MZ161158.1	HCV-6	China	2011
MZ161157.1	HCV-6	China	2011
MZ161156.1	HCV-6	China	2011
MZ161155.1	HCV-6	China	2011
MZ161154.1	HCV-6	China	2011
MZ161153.1	HCV-6	China	2011
MZ161152.1	HCV-6	China	2011
MZ161151.1	HCV-6	China	2011
MZ161150.1	HCV-6	China	2011
MZ161149.1	HCV-6	China	2011
MZ161148.1	HCV-6	China	2011
MZ161147.1	HCV-6	China	2011
MZ161146.1	HCV-6	China	2011
MZ161145.1	HCV-6	China	2010
MW766365.1	HCV-2	China	2019
MW715689.1	HCV-4	United Kingdom	2018
MW715688.1	HCV-1	United Kingdom	2018
MW715687.1	HCV-1	United Kingdom	2017
MW715686.1	HCV-1	United Kingdom	2015
MW715685.1	HCV-1	United Kingdom	2016
MW690020.1	HCV-1	United Kingdom	2013
MW690019.1	HCV-1	United Kingdom	2014
MW690018.1	HCV-1	United Kingdom	2014
MW690017.1	HCV-1	United Kingdom	2012
MW690016.1	HCV-1	United Kingdom	2013
MW690015.1	HCV-1	United Kingdom	2013
MW690014.1	HCV-1	United Kingdom	2012
MW690013.1	HCV-1	United Kingdom	2014
MW690012.1	HCV-1	United Kingdom	2014
MW690011.1	HCV-1	United Kingdom	2014
MW690010.1	HCV-1	United Kingdom	2015
MW690009.1	HCV-1	United Kingdom	2015
MW690008.1	HCV-1	United Kingdom	2015
MW690007.1	HCV-1	United Kingdom	2014
MW690006.1	HCV-1	United Kingdom	2014
MW690005.1	HCV-1	United Kingdom	2014
MW690004.1	HCV-1	United Kingdom	2012
MW690003.1	HCV-1	United Kingdom	2015
MW690002.1	HCV-1	United Kingdom	2013
MW690001.1	HCV-1	United Kingdom	2013
MW690000.1	HCV-1	United Kingdom	2013
MW689999.1	HCV-1	United Kingdom	2013
MW689998.1	HCV-1	United Kingdom	2014
MW689997.1	HCV-1	United Kingdom	2016
MW689996.1	HCV-1	United Kingdom	2013
MW689995.1	HCV-1	United Kingdom	2016
MW689994.1	HCV-1	United Kingdom	2012
MW689993.1	HCV-1	United Kingdom	2012
MW689992.1	HCV-1	United Kingdom	2014
MW689991.1	HCV-1	United Kingdom	2014
MW689990.1	HCV-1	United Kingdom	2014
MW689989.1	HCV-1	United Kingdom	2014
MW689988.1	HCV-1	United Kingdom	2014
MW689987.1	HCV-1	United Kingdom	2013
MW689986.1	HCV-1	United Kingdom	2012
MW689985.1	HCV-1	United Kingdom	2012
MW689984.1	HCV-1	United Kingdom	2013
MW689983.1	HCV-1	United Kingdom	2013
MW689982.1	HCV-1	United Kingdom	2013
MW689981.1	HCV-1	United Kingdom	2016
MW689980.1	HCV-1	United Kingdom	2015
MW689979.1	HCV-1	United Kingdom	2014
MW689977.1	HCV-1	United Kingdom	2014
MW689976.1	HCV-1	United Kingdom	2014
MW689975.1	HCV-1	United Kingdom	2013
MW689974.1	HCV-1	United Kingdom	2013
MW689973.1	HCV-1	United Kingdom	2013
MW689972.1	HCV-1	United Kingdom	2013
MW689971.1	HCV-1	United Kingdom	2017
MW689970.1	HCV-1	United Kingdom	2012
MW689969.1	HCV-1	United Kingdom	2012
MW689968.1	HCV-1	United Kingdom	2012
MW689967.1	HCV-1	United Kingdom	2014
MW689964.1	HCV-1	United Kingdom	2012
MW689963.1	HCV-1	United Kingdom	2014
MW689962.1	HCV-1	United Kingdom	2014
MW689961.1	HCV-1	United Kingdom	2014
MW689960.1	HCV-1	United Kingdom	2014
MW689959.1	HCV-1	United Kingdom	2014
MW689958.1	HCV-1	United Kingdom	2014
MW689957.1	HCV-1	United Kingdom	2012
MW689956.1	HCV-1	United Kingdom	2014
MW689955.1	HCV-1	United Kingdom	2013
MW689954.1	HCV-1	United Kingdom	2013
MW689953.1	HCV-1	United Kingdom	2013
MW689952.1	HCV-1	United Kingdom	2013
MW689951.1	HCV-1	United Kingdom	2013
MW689950.1	HCV-1	United Kingdom	2013
MW689949.1	HCV-1	United Kingdom	2014
MW689948.1	HCV-1	United Kingdom	2014
MW675800.1	HCV-4	United Kingdom	2011
MW675799.1	HCV-4	United Kingdom	2010
MW675798.1	HCV-4	United Kingdom	2010
MW675797.1	HCV-4	United Kingdom	2009
MW675796.1	HCV-1	United Kingdom	2011
MW675795.1	HCV-1	United Kingdom	2010
MW675794.1	HCV-1	United Kingdom	2009
MW675793.1	HCV-1	United Kingdom	2008
MW675792.1	HCV-1	United Kingdom	2008
MW675791.1	HCV-1	United Kingdom	2010
MW675790.1	HCV-1	United Kingdom	2008
MW675789.1	HCV-1	United Kingdom	2009
MW675788.1	HCV-1	United Kingdom	2008
MW629120.1	HCV-1	United States	2002
MW629119.1	HCV-2	United States	2006
MW629118.1	HCV-4	United States	2011
MW629117.1	HCV-1	Australia	2006
MW629116.1	HCV-6	Australia	2005
MW531222.1	HCV-4	Denmark	2021
MW041299.1	HCV-2	Tunisia	2005
MW041298.1	HCV-2	Tunisia	2008
MW041297.1	HCV-2	Tunisia	2007
MW041296.1	HCV-2	Tunisia	2005
MW041295.1	HCV-2	Tunisia	2005
MW041294.1	HCV-2	Tunisia	2004
MT995355.1	HCV-1	Denmark	2018
MT995354.1	HCV-1	Denmark	2018
MT995353.1	HCV-1	Denmark	2018
MT995352.1	HCV-1	Denmark	2018
MT995351.1	HCV-1	Denmark	2018
MT995350.1	HCV-3	Denmark	2018
MT995349.1	HCV-3	Denmark	2018
MT995348.1	HCV-3	Denmark	2018
MT995347.1	HCV-3	Denmark	2018
MT995346.1	HCV-3	Denmark	2018
MT995345.1	HCV-1	Denmark	2018
MT995344.1	HCV-1	Denmark	2018
MT995343.1	HCV-1	Denmark	2018
MT995342.1	HCV-1	Denmark	2018
MT995341.1	HCV-1	Denmark	2018
MT995340.1	HCV-2	Denmark	2018
MT995339.1	HCV-2	Denmark	2018
MT995338.1	HCV-2	Denmark	2018
MT995337.1	HCV-2	Denmark	2018
MT995336.1	HCV-2	Denmark	2018
MT995335.1	HCV-3	Denmark	2018
MT995334.1	HCV-3	Denmark	2018
MT995333.1	HCV-3	Denmark	2018
MT995332.1	HCV-3	Denmark	2018
MT995331.1	HCV-3	Denmark	2018
MT995330.1	HCV-3	Denmark	2018
MT995329.1	HCV-3	Denmark	2018
MT995328.1	HCV-3	Denmark	2018
MT995327.1	HCV-3	Denmark	2018
MT995326.1	HCV-3	Denmark	2018
MT995325.1	HCV-3	Denmark	2018
MT995324.1	HCV-3	Denmark	2018
MT995323.1	HCV-3	Denmark	2018
MT995322.1	HCV-3	Denmark	2018
MT995321.1	HCV-3	Denmark	2018
MT995320.1	HCV-3	Denmark	2018
MT995319.1	HCV-3	Denmark	2018
MT995318.1	HCV-3	Denmark	2018
MT995317.1	HCV-3	Denmark	2018
MT995316.1	HCV-3	Denmark	2018
MT995315.1	HCV-2	Denmark	2018
MT995314.1	HCV-2	Denmark	2018
MT995313.1	HCV-2	Denmark	2018
MT995312.1	HCV-2	Denmark	2018
MT995311.1	HCV-2	Denmark	2018
MT512570.1	HCV-1	Russia	2018
MT185686.1	HCV-6	China	2019
MT184374.1	HCV-1	China	2015
MT184373.1	HCV-1	China	2017
MT184372.1	HCV-1	China	2016
MT184371.1	HCV-1	China	2015
MT184370.1	HCV-1	China	2017
MT184369.1	HCV-1	China	2016
MN977329.1	HCV-4	Egypt	2018
MN977328.1	HCV-4	Egypt	2018
MN977327.1	HCV-1	Egypt	2018
MN977326.1	HCV-4	Egypt	2018
MN782311.1	HCV-1	Egypt	2018
MN782310.1	HCV-4	Egypt	2018
MN782309.1	HCV-4	Egypt	2018
MN628597.1	HCV-3	Sri Lanka	2014
MN628596.1	HCV-3	Sri Lanka	2014
MN628595.1	HCV-3	Sri Lanka	2014
MN628594.1	HCV-3	Sri Lanka	2014
MN628593.1	HCV-3	Sri Lanka	2014
MN628592.1	HCV-1	Sri Lanka	2014
MN628591.1	HCV-3	Sri Lanka	2014
MN628590.1	HCV-3	Sri Lanka	2014
MN628589.1	HCV-3	Sri Lanka	2014
MN628588.1	HCV-3	Sri Lanka	2014
MN628587.1	HCV-3	Sri Lanka	2014
MN628586.1	HCV-3	Sri Lanka	2014
MN628585.1	HCV-3	Sri Lanka	2014
MN628584.1	HCV-3	Sri Lanka	2014
MN628583.1	HCV-3	Sri Lanka	2014
MN628582.1	HCV-3	Sri Lanka	2014
MN628581.1	HCV-3	Sri Lanka	2014
MN628580.1	HCV-1	Sri Lanka	2014
MN628579.1	HCV-3	Sri Lanka	2014
MN628578.1	HCV-3	Sri Lanka	2014
MN628577.1	HCV-3	Sri Lanka	2014
MN628576.1	HCV-3	Sri Lanka	2014
MN628575.1	HCV-3	Sri Lanka	2014
MN628574.1	HCV-3	Sri Lanka	2014
MN385583.1	HCV-3	China	2016
MN385564.1	HCV-2	Brazil	2016
MN385563.1	HCV-2	Brazil	2018
MN326295.1	HCV-1	United Kingdom	2015
MN240359.1	HCV-6	Denmark	2019
MN164877.1	HCV-1	Nigeria	2018
MN164876.1	HCV-1	Nigeria	2016
MN164875.1	HCV-1	Cameroon	2015
MN164874.1	HCV-1	Nigeria	2016
MN164873.1	HCV-1	Nigeria	2016
MN164872.1	HCV-1	Cameroon	2015
MN164871.1	HCV-1	Nigeria	2017
MN164870.1	HCV-1	Nigeria	2017
MN164869.1	HCV-1	Egypt	2017
MN164868.1	HCV-1	Benin	2016
MN164867.1	HCV-1	Nigeria	2016
MN164866.1	HCV-1	Cameroon	2015
MN164865.1	HCV-1	Cameroon	2016
MN164864.1	HCV-1	Cameroon	2016
MN164863.1	HCV-1	Ghana	2017
MN164862.1	HCV-1	Ghana	2016
MN164861.1	HCV-1	Nigeria	2016
MN164860.1	HCV-1	Nigeria	2015
MN164859.1	HCV-1	Nigeria	2016
MN164858.1	HCV-1	Nigeria	2016
MN164857.1	HCV-1	Nigeria	2016
MN164856.1	HCV-1	Nigeria	2016
MN164855.1	HCV-1	Ivory Coast	2016
MN164854.1	HCV-1	Nigeria	2017
MN164853.1	HCV-1	Ivory Coast	2017
MN164852.1	HCV-1	Nigeria	2017
MN164851.1	HCV-1	Ivory Coast	2016
MN164850.1	HCV-1	Ghana	2016
MN164849.1	HCV-1	Nigeria	2018
MN164848.1	HCV-1	Nigeria	2015
MN164847.1	HCV-1	Nigeria	2018
MN164846.1	HCV-1	Nigeria	2015
MN164845.1	HCV-1	Nigeria	2016
MN164844.1	HCV-1	Nigeria	2016
MN164843.1	HCV-1	Nigeria	2015
MK799639.1	HCV-4	Egypt	2018
MK548369.1	HCV-1	United States	2015
MK548368.1	HCV-1	United States	2014
MK548367.1	HCV-1	United States	2014
MK548366.1	HCV-1	United States	2013
MK548365.1	HCV-1	Spain	2013
MK548364.1	HCV-1	United States	2012
MK548363.1	HCV-1	United States	2012
MK548362.1	HCV-1	United States	2013
MK527509.1	HCV-1	Belgium	2014
MK527508.1	HCV-1	Belgium	2014
MK468928.1	HCV-6	Taiwan, Province of China	2018
MK468927.1	HCV-6	Taiwan, Province of China	2018
MK468926.1	HCV-6	Taiwan, Province of China	2018
MK328026.1	HCV-6	China	2014
MK328025.1	HCV-6	China	2014
MK328024.1	HCV-6	China	2015
MK328023.1	HCV-6	China	2015
MK328022.1	HCV-6	China	2014
MK328021.1	HCV-6	China	2014
MK328020.1	HCV-6	China	2015
MK328019.1	HCV-6	China	2014
MK328018.1	HCV-6	China	2014
MK328017.1	HCV-6	China	2014
MK328016.1	HCV-6	China	2014
MK328015.1	HCV-6	China	2015
MK328014.1	HCV-6	China	2014
MK328013.1	HCV-6	China	2015
MK328012.1	HCV-6	China	2015
MK328011.1	HCV-6	China	2014
MK328010.1	HCV-6	China	2014
MK328009.1	HCV-6	China	2014
MK328008.1	HCV-6	China	2014
MK328007.1	HCV-6	China	2014
MK328006.1	HCV-6	China	2015
MK328005.1	HCV-6	China	2014
MK328004.1	HCV-6	China	2015
MK328003.1	HCV-6	China	2015
MK328002.1	HCV-6	China	2015
MK328001.1	HCV-6	China	2014
MK328000.1	HCV-6	China	2014
MK327999.1	HCV-6	China	2014
MK327998.1	HCV-6	China	2014
MK327997.1	HCV-6	China	2014
MK327996.1	HCV-6	China	2014
MK327995.1	HCV-6	China	2014
MK327994.1	HCV-6	China	2014
MK327993.1	HCV-6	China	2015
MK327992.1	HCV-6	China	2014
MK327991.1	HCV-6	China	2014
MK327990.1	HCV-6	China	2014
MK327989.1	HCV-6	China	2014
MK327988.1	HCV-6	China	2015
MK327987.1	HCV-6	China	2014
MK327986.1	HCV-6	China	2014
MK327985.1	HCV-6	China	2014
MK327984.1	HCV-6	China	2014
MK327983.1	HCV-6	China	2014
MK327982.1	HCV-6	China	2015
MK327981.1	HCV-6	China	2015
MK139022.1	HCV-6	China	2014
MK139021.1	HCV-6	China	2014
MK139020.1	HCV-6	China	2014
MK139019.1	HCV-6	China	2014
MK139018.1	HCV-6	China	2014
MK139017.1	HCV-6	China	2014
MK139016.1	HCV-6	China	2014
MK139015.1	HCV-6	China	2014
MK039720.1	HCV-1	Italy	2018
MH940291.1	HCV-7	Democratic Republic of the Congo	2015
